🕘️更新时间,#genre#
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』$订阅源-1920x1080
翡翠台,http://huangtong-com.cn:9902/tsfile/live/1007_1.m3u8$订阅源-1920x1080
翡翠台,http://120.198.101.106:9901/tsfile/live/1007_1.m3u8?key=txiptv$订阅源-1920x1080
翡翠台,http://120.238.94.82:9901/tsfile/live/1007_1.m3u8$订阅源-1920x1080
翡翠台,http://v2hcdn.jdshipin.com/jade2/jade.stream/chunklist_w108.m3u8$订阅源-1280x720
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn$订阅源-1280x720
翡翠台,http://v2h.jdshipin.com:80/jade2/jade.stream/chunklist_w100.m3u8$订阅源-1280x720
翡翠台,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/jade_twn/playlist.m3u8$订阅源-1280x720
翡翠台,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8$订阅源-1280x720
翡翠台,http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv$订阅源-720x576
翡翠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53$订阅源-840x480
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn$订阅源
翡翠台,http://iptv.diyp.tech/iptv.php?key=gat5&id=263ef8e25e9d14599c49b2169d133840$订阅源
翡翠台,http://r.jdshipin.com/qClQf$订阅源
翡翠台,http://r.jdshipin.com/qrfbg$订阅源
翡翠台,http://r.jdshipin.com/GeWKr?id=fct406$订阅源
翡翠台,http://r.jdshipin.com/GeWKr?id=fct720$订阅源
翡翠台,http://r.jdshipin.com/n90gt$订阅源
翡翠台,http://r.jdshipin.com/62WM7$订阅源
翡翠台,rtmp://sy.ecoheze.com/live/gdfc$订阅源
翡翠台,rtmp://redmine.ziyanuav.com/live/gdfc$订阅源
翡翠台,rtmp://patrol.psn.asia/live/gdfc$订阅源
翡翠台,rtmp://szgasszyaxtgl.szius.com/live/gdfc$订阅源
凤凰中文,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fhzw2$白名单
凤凰中文,http://158.178.205.137:6788/aktv.php?m3u8=null-3$白名单
凤凰中文,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fhzw$白名单
凤凰中文,http://120.198.96.50:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0$白名单
凤凰中文,http://123.97.78.55:55555/udp/233.50.200.42:5140$白名单
凤凰中文,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjsHpwHNZDHE5L_aeueDLys/.m3u8$白名单
凤凰中文,http://a21709.tv.netsite.cc/proxy/1846789161/1846789161.m3u8$白名单
凤凰中文,http://47.76.200.150/kyhd/golive.php?id=1$白名单
凤凰中文,http://202.168.187.208:9089/tsfile/live/1009_1.m3u8$白名单
凤凰中文,http://cdn.132.us.kg/live/fhzw/stream.m3u8$白名单
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw$白名单
凤凰中文,http://61.163.58.154:1321/ms/IPTV.php?id=123$白名单
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2$白名单
凤凰中文,http://198.16.100.186:8278/phoenixtv_hd/playlist.m3u8?tid=mc42afe745533&ct=11595590&tsum=008f741ae7aa9dcb6c0216df635cf4dd$白名单
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40$订阅源-1920x1080
凤凰中文,http://110.81.206.138:49231/tsfile/live/23020_1.m3u8?$订阅源-1920x1080
凤凰中文,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8$订阅源-1920x1080
凤凰中文,http://115.149.139.141:10000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$订阅源-1280x720
凤凰中文,http://183.237.95.108:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-720x576
凤凰中文,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv$订阅源-720x576
凤凰中文,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8$订阅源
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8$订阅源
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8$订阅源
凤凰中文,http://120.55.49.231:3095/rtp/233.50.200.191:5140$组播源
凤凰中文,http://iptv.diyp.tech/iptv.php?key=gat1&id=22$订阅源
凤凰中文,http://117.27.190.42:9998/tsfile/live/23280_1.m3u8?$订阅源
凤凰中文,http://117.27.190.42:9998/tsfile/live/23280_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
凤凰中文,http://117.27.190.42:9998/tsfile/live/23280_1.m3u8$订阅源
凤凰中文,http://117.27.190.42:9998/tsfile/live/23280_1.m3u8?key=txiptv$订阅源
凤凰中文,http://r.jdshipin.com/cCCzW$订阅源
凤凰中文,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzw$订阅源
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb25]:80/wh7f454c46tw2443888236_158039228/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1674369674&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3$订阅源-IPv6-1920x1080
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1668336354&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3$订阅源-IPv6-1920x1080
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8$订阅源-IPv6-1920x1080
凤凰资讯,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fhzx2$白名单
凤凰资讯,http://158.178.205.137:6788/aktv.php?m3u8=null-4$白名单
凤凰资讯,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fhzx$白名单
凤凰资讯,http://123.97.78.55:55555/udp/233.50.200.192:5140$白名单
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$白名单
凤凰资讯,http://61.163.58.154:1321/ms/IPTV.php?id=124$白名单
凤凰资讯,http://47.76.200.150/kyhd/golive.php?id=2$白名单
凤凰资讯,http://r.jdshipin.com/0Rp07$白名单
凤凰资讯,http://cdn3.132.us.kg/live/fhzx/stream.m3u8$白名单
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx$白名单
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$白名单
凤凰资讯,http://198.16.100.186:8278/phoenixinfo_hd/playlist.m3u8?tid=mc42afe745533&ct=11595590&tsum=552228fb5dc4fbbea62bdc651db54cd4$白名单
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2$白名单
凤凰资讯,http://110.81.206.138:49231/tsfile/live/23019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
凤凰资讯,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8$订阅源-1920x1080
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8$订阅源-1280x720
凤凰资讯,https://haoyunlai.serv00.net/Smartv-1.php?id=phoenixinfo_hd$订阅源-1280x720
凤凰资讯,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一凤凰资讯$订阅源-1280x582
凤凰资讯,http://120.198.95.220:9901/tsfile/live/1037_1.m3u8?key=txiptv$订阅源-720x576
凤凰资讯,http://218.202.220.2:5000/nn_live.ts?id=FHZX$订阅源-720x576
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8$订阅源
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8$订阅源
凤凰资讯,http://120.55.49.231:3095/rtp/233.50.200.192:5140$组播源
凤凰资讯,http://ax.micaesoft.com/YMitv/YMITV_CN_ifengNEW.m3u8?$订阅源
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8$订阅源
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?$订阅源
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv$订阅源
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
凤凰资讯,http://13457610200.8866.org:2018/live/凤凰资讯/index.m3u8$订阅源
凤凰资讯,http://58.215.231.60/live2.rxip.sc96655.com/live/test2_4000.m3u8$订阅源
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw1890984412_1778241929/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8$订阅源-IPv6-1920x1080
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw1890984412_1778241929/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1674373416&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3$订阅源-IPv6-1920x1080
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1668336154&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3$订阅源-IPv6-1920x1080
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8$订阅源-IPv6-1920x1080
凤凰香港,http://158.178.205.137:6788/aktv.php?m3u8=null-5$白名单
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40$订阅源-1920x1080
凤凰香港,http://8.137.59.151:3000/laoshu.php?key=66&id=3$订阅源-1500x720
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk$订阅源-1280x720
凤凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed$订阅源-1280x720
凤凰香港,https://haoyunlai.serv00.net/Smartv-1.php?id=hkphoenix_twn$订阅源-1280x720
凤凰香港,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一凤凰香港$订阅源-1280x582
凤凰香港,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;amp;wsMonitor=0$订阅源-720x576
凤凰香港,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;wsMonitor=0$订阅源-720x576
凤凰香港,http://122.152.202.33/s/81a8a44f/index.m3u8?id=fhhk$订阅源-840x480
凤凰香港,http://iptv.diyp.tech/iptv.php?key=gat1&id=21$订阅源
凤凰香港,http://13457610200.8866.org:2018/live/凤凰香港/index.m3u8$订阅源
凤凰香港,http://r.jdshipin.com/yDoTN$订阅源
凤凰香港,http://r.jdshipin.com/NfC0f$订阅源
凤凰香港,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226251/index.m3u8$订阅源-IPv6-1920x1080
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw$白名单
凤凰卫视,http://cdn.132.us.kg/live/fhzw/stream.m3u8$白名单
凤凰卫视,http://120.198.101.106:9901/tsfile/live/1062_1.m3u8?key=txiptv$订阅源-1920x1080
凤凰卫视,http://8.137.59.151:3000/laoshu.php?key=66&id=1$订阅源-1500x720
凤凰卫视,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$订阅源-1280x720
凤凰卫视,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一1$订阅源-1280x582
凤凰卫视,http://218.15.183.23:9901/tsfile/live/23037_1.m3u8$订阅源-720x576
凤凰卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;amp;wsIPSercert=8de23d0849e78e3b16ec92a2092354$订阅源-720x576
凤凰卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a2092354$订阅源-720x576
凤凰卫视,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA$订阅源-720x576
凤凰卫视,http://122.152.202.33/s/81a8a44f/index.m3u8?id=15$订阅源-840x480
凤凰卫视,http://iptv.diyp.tech/iptv.php?key=gat5&id=7f4703c71abe60b90887a794355363c8$订阅源
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8$订阅源
凤凰卫视,http://13457610200.8866.org:2018/live/凤凰卫视/index.m3u8$订阅源
凤凰卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/test1_4000.m3u8$订阅源
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq$订阅源-720x576
香港卫视,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/hkphoenix_twn/playlist.m3u8$订阅源-1280x720
香港卫视,http://stream.qhbtv.com/adws/sd/live.m3u8$订阅源-1280x720
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq.flv$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0#rtmp://zhibo.hkstv.tv/livestream/mutfysrq$订阅源-720x576
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi$订阅源-19x24
香港卫视,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8$订阅源
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8$订阅源
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$订阅源
明珠台,http://158.178.205.137:6788/aktv.php?m3u8=null-2$白名单
明珠台,http://120.198.96.50:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0$白名单
明珠台,http://huangtong-com.cn:9902/tsfile/live/1009_1.m3u8$白名单
明珠台,http://qjrhc.jydjd.top:2911/udp/224.1.100.123:11111$白名单
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8$白名单
明珠台,http://47.76.200.150/kyhd/golive.php?id=7$白名单
明珠台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrrZ5ncenELB6AlUE3DelmY/.m3u8$白名单
明珠台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKr0Erjh4wBbS4kIz81RMGhM/.m3u8$白名单
明珠台,http://nz171l122.bb60246.ctm.net:8892/bysid/2.m3u8$白名单
明珠台,http://cdn.1678520.xyz/tvbts/tvbts2.1.php?id=null-2$白名单
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2$白名单
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn$白名单
明珠台,http://cdn9.1678520.xyz/xsj2.1.php?id=pearl$白名单
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt$白名单
明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8$白名单
明珠台,http://cookies.elementfx.com/ublive/ublive.php?id=391$白名单
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt$白名单
明珠台,http://metatvpro.xyz:25461/W1045/4329/12207$白名单
明珠台,http://goo.bkpcp.top/mg/hzmz$订阅源-1920x1080
明珠台,http://120.198.101.106:9901/tsfile/live/1008_1.m3u8?key=txiptv$订阅源-1920x1080
明珠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23$订阅源-840x480
明珠台,http://r.jdshipin.com/GeWKr?id=mzt720$订阅源
纬来体育,http://116.93.98.236:8080/sat/tv721.flv$白名单
纬来体育,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjfdumwVVZMNGjxlcGqBwl4/.m3u8$白名单
纬来体育,http://8.137.59.151:99/fhtv/fenghuang.php?id=77$白名单
纬来体育,http://110.185.171.226:96/yximgs.php?id=58$白名单
纬来体育,http://8.137.59.151:99/haioujk0409/haiousmtjk666.php?id=77$白名单
纬来体育,http://108.181.21.27:27347/livehttpplay?channel_id=20120$白名单
纬来体育,http://dtv21.org:8080/play/live.php?mac=00:1A:79:00:21:D9&extension=ts&stream=482615$白名单
纬来体育,http://cdn9.1678520.xyz/xsj2.1.php?id=videoland-sport$白名单
纬来体育,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8585/.m3u8$白名单
纬来体育,rtmp://116.93.98.236/sat/tv721.flv$订阅源-1280x720
纬来体育,rtmp://60.248.77.83/sat/tv721$订阅源-1280x720
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv$订阅源-1280x720
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40$订阅源-1920x1080
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40$订阅源-1920x1080
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40$订阅源-1920x1080
纬来体育,http://122.117.71.103:8562/http/61.222.53.250:8081/hls/67/809/ch28.m3u8$订阅源-1920x1080
纬来体育,http://api3.52tb.xyz/info?id=376&token=20221127jxwhhemby$订阅源-1920x1080
纬来体育,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8$订阅源-1920x1080
纬来体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=1cc947d86cb584c31c31c88c005d55965238dbfff7ed75fca8451aed0b564786fde7e4b327e93b92dc96ef57e64e3bb56e8a9e921338080cdae817cb6125d8450b687659ecfee06be9c5d53ac6$订阅源-1920x1080
纬来体育,http://8.137.59.151:3000/laoshu.php?key=66&id=47$订阅源-1500x720
纬来体育,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/videolandsport/playlist.m3u8$订阅源-1280x720
纬来体育,http://ku9.fr.to/smt.php?id=videolandsport$订阅源-1280x720
纬来体育,rtmp://f13h.mine.nu/sat/tv721$订阅源-1280x720
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721$订阅源-1280x720
纬来体育,rtmp://f13h.mine.nu/sat/tv771$订阅源-1280x720
纬来体育,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一纬来体育$订阅源-1280x582
纬来体育,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8#rtmp://f13h.mine.nu:1935/sat/tv721$订阅源
纬来体育,https://iptv.sufa518.cn:8090/itv/5000000010000017540.m3u8?cdn=bestzb$订阅源
纬来体育,rtmp://220.130.201.73/sat/tv721$订阅源
纬来育乐,rtmp://9hv9.mine.nu/sat/tv701$订阅源-1280x720
纬来育乐,rtmp://60.248.77.83/sat/tv701$订阅源-1280x720
纬来育乐,rtmp://116.93.98.236/sat/tv701.flv$订阅源-1280x720
纬来育乐,https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40$订阅源-1920x1080
纬来育乐,rtmp://f13h.mine.nu/sat/tv701$订阅源-1280x720
纬来育乐,rtmp://f13h.mine.nu:1935/sat/tv701$订阅源-1280x720
纬来育乐,rtmp://f13h.mine.nu/sat/tv701?rtmp://f13h.mine.nu:1935:1935/sat/tv701$订阅源-1280x720
纬来育乐,rtmp://220.130.201.73/sat/tv701$订阅源
無線新聞台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn$订阅源-1920x1080
無線新聞台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn$订阅源-1920x1080
無線新聞台,http://8.137.59.151:3000/laoshu.php?key=66&id=7$订阅源-1500x720
無線新聞台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8$订阅源-1280x720
無線新聞台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8$订阅源-1280x720
無線新聞台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw$订阅源-1280x720
無線新聞台,http://php.jdshipin.com/smt.php?id=inews_twn$订阅源-1280x720
無線新聞台,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8$订阅源-1280x720
無線新聞台,https://edge2a.v2h-cdn.com/news/news.stream/chunklist.m3u8$订阅源-1280x720
無線新聞台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21$订阅源-840x480
無線新聞台,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn$订阅源
無線新聞台,http://r.jdshipin.com/CkuBd$订阅源
无线新闻台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn$订阅源-1920x1080
无线新闻台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn$订阅源-1920x1080
无线新闻台,http://8.137.59.151:3000/laoshu.php?key=66&id=7$订阅源-1500x720
无线新闻台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8$订阅源-1280x720
无线新闻台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8$订阅源-1280x720
无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw$订阅源-1280x720
无线新闻台,http://php.jdshipin.com/smt.php?id=inews_twn$订阅源-1280x720
无线新闻台,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8$订阅源-1280x720
无线新闻台,https://edge2a.v2h-cdn.com/news/news.stream/chunklist.m3u8$订阅源-1280x720
无线新闻台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21$订阅源-840x480
无线新闻台,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn$订阅源
无线新闻台,http://r.jdshipin.com/CkuBd$订阅源
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8$订阅源-1920x1080
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8$订阅源-1920x1080
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_3.m3u8$订阅源-1920x1080
亞洲新聞台,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8$订阅源-1280x720
中天新闻台,http://cdn.iptv8k.top/dl/jspd.php?id=1$订阅源-1920x1080
中天新闻台,http://8.137.59.151:3000/laoshu.php?key=66&id=21$订阅源-1500x720
中天新闻台,https://haoyunlai.serv00.net/Smartv-1.php?id=ctinews$订阅源-1280x720
中天新闻台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8$订阅源
TVBS新闻台,http://50.7.234.10:8278/tvbs_n/p$订阅源-1280x720
TVBS新闻台,http://50.7.234.10:8278/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8$订阅源-1280x720
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8$订阅源-1280x720
非凡新闻台,http://50.7.234.10:8278/feifanne$订阅源-1280x720
非凡新闻台,http://ku9.fr.to/smt.php?id=feifannews_twn$订阅源-1280x720
非凡新闻台,https://haoyunlai.serv00.net/Smartv-1.php?id=feifannews_twn$订阅源-1280x720
非凡新闻台,rtmp://f13h.mine.nu/sat/tv581$订阅源-1280x720
华视新闻台,http://37.27.111.214:8080/live/8/hls.m3u8$订阅源-1920x1080
